Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Rasa (Taste),Guna (Qualities),Virya (Potency),Vipaka (Post-digestive Effect),Prabhava (Special Effect),Dosha Impact,Mapped_Ingredients
Vegetable Stir Fry with Rice,Arunachal Pradesh,veg,gluten,350,50,10,10,5,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Light, Soft",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha","Vegetable, Stir, Rice"
Chicken and Vegetable Soup,Arunachal Pradesh,non-veg,none,200,20,5,15,2,300,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Vegetable, Soup"
Pork and Vegetable Stew,Arunachal Pradesh,non-veg,none,350,25,20,25,6,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Vegetable, Stew"
Vegetable Rice with Curry,Arunachal Pradesh,veg,gluten,350,50,10,12,5,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Light, Soft",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha","Vegetable, Rice"
Chicken with Mushrooms,Arunachal Pradesh,non-veg,none,300,25,15,25,4,600,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Mushrooms"
Pork with Noodles,Arunachal Pradesh,non-veg,gluten,400,50,15,30,5,800,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Noodles"
Vegetable Curry with Rice,Arunachal Pradesh,veg,gluten,400,50,10,15,6,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Light, Soft",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha","Vegetable, Rice"
Chicken and Rice Soup,Arunachal Pradesh,non-veg,none,250,20,5,20,3,400,Vitamin B,"Sweet, Salty; Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light, Soft; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Balances Vata & Pitta, may increase Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Rice, Soup"
Beef with Rice,Arunachal Pradesh,non-veg,none,400,35,25,30,6,800,Vitamin B,"Sweet, Salty; Sweet","Heavy, Oily; Light, Soft",Heating,Sweet,Strength-giving; Nourishing,"Balances Vata, may aggravate Pitta & Kapha; Balances Vata & Pitta, may increase Kapha","Beef, Rice"
Spicy Vegetable Soup,Arunachal Pradesh,veg,none,200,25,5,8,4,300,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Spicy, Vegetable, Soup"
Chicken Curry with Spinach,Arunachal Pradesh,non-veg,none,350,30,20,25,5,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Spinach"
Pork and Rice,Arunachal Pradesh,non-veg,none,400,40,25,30,6,800,Vitamin B,"Sweet, Salty; Sweet","Heavy, Oily; Light, Soft",Heating,Sweet,Strength-giving; Nourishing,"Balances Vata, may aggravate Pitta & Kapha; Balances Vata & Pitta, may increase Kapha","Pork, Rice"
Vegetable Fritters,Arunachal Pradesh,veg,gluten,250,30,10,5,2,500,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Fritters"
Chicken Skewers,Arunachal Pradesh,non-veg,none,300,15,20,25,4,600,Vitamin B,"Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Chicken
Pork with Green Veggies,Arunachal Pradesh,non-veg,none,350,25,20,25,6,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Green, Veggies"
Spicy Fried Noodles,Arunachal Pradesh,veg,gluten,350,50,10,15,7,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Spicy, Noodles"
Chicken and Spinach Soup,Arunachal Pradesh,non-veg,none,250,20,5,20,3,400,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Spinach, Soup"
Pork with Cabbage,Arunachal Pradesh,non-veg,none,350,25,20,25,4,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Cabbage"
Vegetable Kebab,Arunachal Pradesh,veg,gluten,300,40,10,10,6,700,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Vegetable
Chicken and Vegetable Biryani,Arunachal Pradesh,non-veg,gluten,450,50,15,30,6,800,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Vegetable, Biryani"
Pork with Potatoes and Beans,Arunachal Pradesh,non-veg,none,400,30,25,30,6,800,Vitamin B,"Sweet, Salty; Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Satiety-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Potato, Bean"
Vegetable Stir Fry with Rice,Arunachal Pradesh,veg,gluten,350,50,10,12,5,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Light, Soft",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha","Vegetable, Stir, Rice"
Chicken Soup with Rice,Arunachal Pradesh,non-veg,none,250,20,5,20,3,400,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter); Sweet","Heavy, Oily; Light to Heavy, Dry to Oily (Varies); Light, Soft",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving; Nourishing","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha","Chicken, Soup, Rice"
Pork Curry with Rice,Arunachal Pradesh,non-veg,none,400,35,25,30,6,800,Vitamin B,"Sweet, Salty; Sweet","Heavy, Oily; Light, Soft",Heating,Sweet,Strength-giving; Nourishing,"Balances Vata, may aggravate Pitta & Kapha; Balances Vata & Pitta, may increase Kapha","Pork, Rice"
Vegetable Pakoras with Mint Chutney,Arunachal Pradesh,veg,gluten,300,35,12,6,4,600,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Pakoras, Mint"
Chicken with Beans,Arunachal Pradesh,non-veg,none,350,25,20,25,5,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Bean"
Pork Stir Fry,Arunachal Pradesh,non-veg,none,350,25,20,25,4,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Stir"
Spicy Vegetable Biryani,Arunachal Pradesh,veg,gluten,350,50,10,15,7,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Spicy, Vegetable, Biryani"
Chicken Curry with Vegetables,Arunachal Pradesh,non-veg,none,400,35,25,30,6,800,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Vegetables"
Pork with Pumpkin,Arunachal Pradesh,non-veg,none,350,25,20,25,6,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Pumpkin"
Vegetable Soup with Barley,Arunachal Pradesh,veg,gluten,250,30,5,8,4,500,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Soup, Barley"
Chicken with Carrots,Arunachal Pradesh,non-veg,none,300,20,15,25,4,600,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Carrots"
Pork and Potato Stew,Arunachal Pradesh,non-veg,none,400,30,25,30,6,800,Vitamin B,"Sweet, Salty; Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Satiety-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Potato, Stew"
Vegetable Fritters with Chutney,Arunachal Pradesh,veg,gluten,250,30,10,5,2,500,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Fritters"
Chicken Skewers with Vegetables,Arunachal Pradesh,non-veg,none,300,15,20,25,4,600,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Vegetables"
Pork with Eggplant,Arunachal Pradesh,non-veg,none,350,25,20,25,4,700,Vitamin B,"Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha","Pork, Eggplant"
Spicy Vegetable Noodles,Arunachal Pradesh,veg,gluten,350,50,10,15,7,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Spicy, Vegetable, Noodles"
Chicken and Mushroom Soup,Arunachal Pradesh,non-veg,none,250,20,5,20,3,400,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Mushroom, Soup"
Pork with Peppers,Arunachal Pradesh,non-veg,none,350,25,20,25,6,700,Vitamin B,"Sweet, Salty; Pungent, Bitter","Heavy, Oily; Light, Dry",Heating,Sweet; Pungent,"Strength-giving; Stimulating, digestive","Balances Vata, may aggravate Pitta & Kapha; Balances Kapha, may aggravate Pitta & Vata","Pork, Peppers"
Vegetable Korma with Rice,Arunachal Pradesh,veg,dairy,400,50,15,12,5,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Light, Soft",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha","Vegetable, Korma, Rice"
Chicken and Spinach Curry,Arunachal Pradesh,non-veg,none,350,30,20,25,5,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Spinach"
Pork with Sweet Potatoes,Arunachal Pradesh,non-veg,none,350,25,20,25,6,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter); Sweet, Astringent","Heavy, Oily; Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving; Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, aggravates Vata & Kapha","Pork, Sweet, Potato"
Vegetable Biryani with Cucumber Raita,Arunachal Pradesh,veg,dairy,400,50,15,12,5,800,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Biryani, Cucumber"
Chicken Curry with Spinach,Arunachal Pradesh,non-veg,none,400,35,25,30,6,800,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Spinach"
Pork with Green Beans and Carrots,Arunachal Pradesh,non-veg,none,350,25,20,25,4,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Green, Bean, Carrots"
Vegetable Pakoras with Tomato Chutney,Arunachal Pradesh,veg,gluten,250,35,12,6,4,600,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Vegetable, Pakoras, Tomato"
Chicken and Vegetable Stir Fry,Arunachal Pradesh,non-veg,none,300,25,15,25,4,600,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Vegetable, Stir"
Pork with Mushrooms,Arunachal Pradesh,non-veg,none,350,25,20,25,4,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Mushrooms"
Spicy Vegetable Stew,Arunachal Pradesh,veg,none,200,25,5,8,4,300,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Spicy, Vegetable, Stew"
Chicken Soup with Vegetables,Arunachal Pradesh,non-veg,none,250,20,5,20,3,400,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Soup, Vegetables"
Pork with Spinach and Carrots,Arunachal Pradesh,non-veg,none,350,25,20,25,6,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Spinach, Carrots"
Vegetable Rice with Lentils,Arunachal Pradesh,veg,gluten,350,50,10,15,6,800,"Vitamin A, C","Varies (Sweet/Astringent/Bitter); Sweet; Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Light, Soft; Light, Dry",Cooling,Sweet or Pungent; Sweet; Pungent,"Nourishing, Satiety-giving; Nourishing; Protein-rich, cleansing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata & Pitta, may increase Kapha; Balances Kapha & Pitta, may aggravate Vata","Vegetable, Rice, Lentil"
Chicken and Beans Soup,Arunachal Pradesh,non-veg,none,250,20,5,20,3,400,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Bean, Soup"
Pork Curry with Eggplant,Arunachal Pradesh,non-veg,none,400,30,25,30,6,800,Vitamin B,"Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha","Pork, Eggplant"
Vegetable Fritters with Yogurt Dip,Arunachal Pradesh,veg,gluten,250,30,10,5,2,500,"Vitamin A, C","Varies (Sweet/Astringent/Bitter); Sour, Astringent","Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Cooling,Sweet or Pungent; Sour/Pungent,"Nourishing, Satiety-giving; Probiotic, cooling","Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, may aggravate Kapha","Vegetable, Fritters, Yogurt, Dip"
Chicken and Vegetable Skewers,Arunachal Pradesh,non-veg,none,300,15,20,25,4,600,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chicken, Vegetable"
Pork with Sweet Corn,Arunachal Pradesh,non-veg,none,350,25,20,25,6,700,Vitamin B,"Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Pork, Sweet, Corn"
